,Listing,Price,SQMUP,Room Info,Area,Location,Ads
125,Przytulne mieszkanie,805 000 ,13 284 ,3 ,60.6  ,"ul. Łukowa, Służew, Mokotów, Warszawa, mazowieckie",Oferta prywatna
126,"Idealne, nowoczesne, 2 pokoje, Mokotów",889 000 ,20 898 ,2 ,42.54  ,"ul. Siekierkowska, Siekierki, Mokotów, Warszawa, mazowieckie",Prosperity BrokerBiuro nieruchomości
127,Unikatowy penthouse z 2 tarasami -widok na Skarpę!,3 400 000 ,25 185 ,4 ,135  ,"ul. Oś Królewska, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",One Move Luxury Real EstateBiuro nieruchomości
128,Super-2 pokoje-balkon-garaż,617 530 ,16 919 ,2 ,36.5  ,"Stary Imielin, Ursynów, Warszawa, mazowieckie",HSH Nieruchomości Sp. z o.o.Biuro nieruchomości
129,Mieszkanie 3 pokojowe z ogródkiem i garażem | B1,752 000 ,10 385 ,3 ,72.41  ,"ul. Słowicza, Zielona-Grzybowa, Wesoła, Warszawa, mazowieckie",Vp Invest DevelopmentInwestycja deweloperska
130,Kawalerka na Starej Ochocie,520 000 ,19 549 ,1 ,26.6  ,"Stara Ochota, Ochota, Warszawa, mazowieckie",Oferta prywatna
131,"Okazja Cenowa!!! 4P , Ciche!",760 000 ,8059 ,4 ,94.3  ,"Skorosze, Ursus, Warszawa, mazowieckie",InwestaBiuro nieruchomości
132,po prostu Elegancki Apartament,1 099 200 ,15 861 ,2 ,69.3  ,"Powsinek, Wilanów, Warszawa, mazowieckie",Oferta prywatna
133,Kawalerka na Woli -Szybki Dojazd do Centrum!!!,420 000 ,17 500 ,1 ,24  ,"ul. Pustola, Ulrychów, Wola, Warszawa, mazowieckie",MODERNHOUSE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄBiuro nieruchomości
134,Mieszkanie w kaminicy na Woli. Wysokie,455 000 ,13 788 ,1 ,33  ,"ul. Obozowa, Koło, Wola, Warszawa, mazowieckie",Marymont Nieruchomości Magdalena Kiliś-GrabowskaBiuro nieruchomości
135,"Piękny widok, klimatyzacja i 2 miejsca w hali.",2 750 000 ,25 701 ,4 ,107  ,"ul. Solec, Solec, Śródmieście, Warszawa, mazowieckie",Oferta prywatna
136,Nowoczesne estetyczne 4-pok | kameralna inwestycja,1 950 000 ,18 140 ,4 ,107.5  ,"Siekierki, Mokotów, Warszawa, mazowieckie",8 ESTATE Biuro Sprzedaży NieruchomościBiuro nieruchomości
137,Unikalne 2 pokoje (53m2) w nadbudowie kamienicy,848 700 ,16 974 ,2 ,50  ,"ul. Dobrowoja, Grochów, Praga-Południe, Warszawa, mazowieckie",Mengs sp. z o.o.Biuro nieruchomości
138,"Duże, 6-pokojowe mieszkanie w centrum Pragi",2 560 000 ,18 949 ,6 ,135.1  ,"Grochów, Praga-Południe, Warszawa, mazowieckie",TEstateBiuro nieruchomości
139,ROZKŁADOWE 3-pokoje na II piętrze ATRAKCYJNA cena,546 753 ,8850 ,3 ,61.78  ,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",ATAL S.A.Inwestycja deweloperska
140,3-POKOJOWE MIESZKANIE - pod klucz | odbiór 12.2023,"719 939,08 ",12 219 ,3 ,58.92  ,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",ATAL S.A.Inwestycja deweloperska
141,"Mieszkanie 3 - pokojowe 62,3 m2 , piętro 3/4",730 000 ,11 717 ,3 ,62.3  ,"ul. Zagłoby, Niedźwiadek, Ursus, Warszawa, mazowieckie",Oferta prywatna
142,"Mieszkanie na Bliskiej Woli, ul. Karolkowej",1 405 000 ,25 545 ,2 ,55  ,"ul. Karolkowa 28, Czyste, Wola, Warszawa, mazowieckie",Biuro nieruchomości
143,Dwupoziomowe mieszkanie na Mokotowie,1 380 000 ,10 615 ,4 ,130  ,"ul. Bartycka, Siekierki, Mokotów, Warszawa, mazowieckie",homfi sp. z o.o.Biuro nieruchomości
144,Kameralna Kawalerka Na Bemowie,599 000 ,16 189 ,1 ,37  ,"Fort Bema, Bemowo, Warszawa, mazowieckie",homfi sp. z o.o.Biuro nieruchomości
145,2 pokoje PREMIUM w kamienicy na Saskiej Kępie,799 000 ,21 890 ,2 ,36.5  ,"Paryska 11/15, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",Oferta prywatna
146,"3 pokoje z 2 balkonami, blisko Metro!",850 000 ,12 143 ,3 ,70  ,"Natolin, Ursynów, Warszawa, mazowieckie",KOLOSEUM NIERUCHOMOŚCIBiuro nieruchomości
147,Mieszkanie 3-4 pokojowe z tarasem |M11/1 piętro,740 000 ,8948 ,3 ,82.7  ,"ul. Uszatki, Nadwiśle, Wawer, Warszawa, mazowieckie",Vp Invest DevelopmentInwestycja deweloperska
148,Bezpieczny kredyt. Dwustronne. Inwestycyjne,799 000 ,10 377 ,4 ,77  ,"ul. Juliusza Kaden-Bandrowskiego, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",Mateusz MachlewskiBiuro nieruchomości
149,"kabaty, Jeżewskiego, mieszkanie 4 pokoje",2 000 000 ,20 000 ,4 ,100  ,"ul. Kazimierza Jeżewskiego, Kabaty, Ursynów, Warszawa, mazowieckie",Oferta prywatna
150,Sprzedam mieszkanie 89m2,1 780 000 ,19 911 ,4 ,89.4  ,"Czerniaków, Mokotów, Warszawa, mazowieckie",Oferta prywatna
151,Kompaktowe 3 pokoje | Gotowe do zamieszkania!,799 000 ,15 863 ,3 ,50.37  ,"ul. Batalionów Chłopskich, Chrzanów, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
152,"Bezpośrednio 3 pokoje, Olbrachta 23, Wola",932 000 ,15 456 ,3 ,60.3  ,"ul. Jana Olbrachta, Ulrychów, Wola, Warszawa, mazowieckie",Oferta prywatna
153,Park Łazienki~4-Pokoje~Kamienica~Balkon~Parking,2 450 000 ,24 747 ,4 ,99  ,"Ujazdów, Śródmieście, Warszawa, mazowieckie",UNIQUE PARTNERSBiuro nieruchomości
154,Klimatyczne jasne mieszkanie z balkonem Białołęka,650 000 ,10 656 ,2 ,61  ,"Grodzisk, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
155,Piękny Penthouse 155 m z własną windą,3 700 000 ,23 871 ,5 ,155  ,"Sielce, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
156,LOFT GARDEN Wesoła ETAP II 53-99m2 - apart. LOFT,998 700 ,10 009 ,4 ,99.78  ,"Zielona-Grzybowa, Wesoła, Warszawa, mazowieckie",LOFT GARDEN Wesoła Sp.z o.o.Inwestycja deweloperska
157,Przestronne mieszkanie w cichej okolicy,969 000 ,8652 ,4 ,112  ,"ul. Solipska, Stare Włochy, Włochy, Warszawa, mazowieckie",Alfa Home Sp. z o.o.Biuro nieruchomości
158,"Ciche, ustawne 2 pokoje blisko Galerii Mokotów.",569 000 ,15 731 ,2 ,36.17  ,"ul. Bartłomieja, Służew, Mokotów, Warszawa, mazowieckie",Alfa Home Sp. z o.o.Biuro nieruchomości
159,4 pokojowe mieszkanie w znakomitej lokalizacji,928 000 ,12 287 ,4 ,75.53  ,"ul. Białostocka, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",Oferta prywatna
160,BEZPOŚREDNIO – Wykończony Apartament,4 100 000 ,24 699 ,4 ,166  ,"ul. Bergamotki, Stegny, Mokotów, Warszawa, mazowieckie",Oferta prywatna
161,Klucze już we wrześniu 2023!,499 000 ,13 132 ,2 ,38  ,"ul. Winorośli, Nowodwory, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
162,"CESJA! 3 pokoje, klucze już we wrześniu 2023!",630 000 ,10 753 ,3 ,58.59  ,"ul. Winorośli, Nowodwory, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
163,"CESJA! 3 pokoje, klucze już we wrześniu 2023",625 000 ,10 728 ,3 ,58.26  ,"ul. Winorośli, Nowodwory, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
164,Elegancki 3pokojowy apartament na osiedlu Hubertus,1 490 000 ,16 932 ,3 ,88  ,"ul. Obrzeżna, Służew, Mokotów, Warszawa, mazowieckie",Metrohome24 Biuro Nieruchomości sp.zooBiuro nieruchomości
165,"Tuż przy Metrze, 2 pokoje z balkonem",573 000 ,18 190 ,2 ,31.5  ,"ul. Górczewska, Ulrychów, Wola, Warszawa, mazowieckie",Milton HouseBiuro nieruchomości
166,2 pokojowe mieszkanie w prestiżowej lokalizacji!,1 250 000 ,23 148 ,2 ,54  ,"ul. Cecylii Śniegockiej, Solec, Śródmieście, Warszawa, mazowieckie",White Lion InvestmentsBiuro nieruchomości
167,3 pokojowe mieszkanie na Woli,962 000 ,15 954 ,3 ,60.3  ,"ul. Jana Olbrachta, Ulrychów, Wola, Warszawa, mazowieckie",EMPIRE BROKERSBiuro nieruchomości
168,Mieszkanie Premium w kamienicy ul.Chłodna 20!,1 588 000 ,20 359 ,3 ,78  ,"Mirów, Wola, Warszawa, mazowieckie",White Lion InvestmentsBiuro nieruchomości
169,"Wyjątkowa inwestycja, zakończenie budowy - 10.2023",830 000 ,16 275 ,3 ,51  ,"Ulrychów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
170,"Nowoczesne mieszkanie, Dzielnica 19",1 020 000 ,29 002 ,2 ,35.17  ,"ul. Kolejowa 43, Czyste, Wola, Warszawa, mazowieckie",Biuro nieruchomości
171,Mieszkanie 3-pok. na osiedlu o wyjątkowym klimacie,1 200 000 ,16 338 ,3 ,73.45  ,"ul. Bluszczańska, Siekierki, Mokotów, Warszawa, mazowieckie",Oferta prywatna
172,Mokotów Jasny Apartament w Prestiżowej Inwestycji,850 000 ,17 210 ,2 ,49.39  ,"ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie",Vilea Property BoutiqueBiuro nieruchomości
173,Stary Mokotów kawalerka 27m2,560 000 ,20 741 ,1 ,27  ,"ul. Asfaltowa, Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
174,Kapitalne 3 pokoje! Ursus! Do wprowadzenia!,779 000 ,12 241 ,3 ,63.64  ,"ul. Władysława Hassa, Skorosze, Ursus, Warszawa, mazowieckie",Property InBiuro nieruchomości
175,* Wyjątkowy penthouse z tarasem blisko centrum *,995 000 ,22 614 ,2 ,44  ,"ul. Radziwie, Młynów, Wola, Warszawa, mazowieckie",Oferta prywatna
176,3 pokoje / Ursynów / gotówka,687 000 ,12 962 ,3 ,53  ,"ul. Ferdynanda Magellana, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",Mengs sp. z o.o.Biuro nieruchomości
177,4-POKOJOWE MIESZKANIE II piętro ul. Ostródzka,633 491 ,8764 ,4 ,72.28  ,"ul. Ostródzka, Brzeziny, Białołęka, Warszawa, mazowieckie",ATAL S.A.Inwestycja deweloperska
178,Lasek Brzozowy 12,720 000 ,15 484 ,2 ,46.5  ,"ul. Lasek Brzozowy, Natolin, Ursynów, Warszawa, mazowieckie",Oferta prywatna
179,Anin - Blisko Centrum | Przestronne i ciche,1 209 000 ,9992 ,3 ,121  ,"ul. Wygodna, Anin, Wawer, Warszawa, mazowieckie",The EstateBiuro nieruchomości
180,❤️ Artystyczne 3 pokoje 20 min od Centrum Warszawy,647 570 ,9963 ,3 ,65  ,"Niedźwiadek, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
181,2 pok. 59 m2 Ul. Ząbkowska Kamienica 1930 r.,737 500 ,12 500 ,2 ,59  ,"ul. Ząbkowska, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",HOSSA NieruchomościBiuro nieruchomości
182,Klimatyczny apartament w inwestycji Ażurowe Tarasy,1 495 000 ,24 004 ,2 ,62.28  ,"al. Aleja Wilanowska, Stegny, Mokotów, Warszawa, mazowieckie",Hamilton MayBiuro nieruchomości
183,Apartament w inwestycji Dantex Aurora,990 000 ,16 700 ,3 ,59.28  ,"Wschodu Słońca, Raków, Włochy, Warszawa, mazowieckie",Hamilton MayBiuro nieruchomości
184,2 pokoje przy Lesie Kabackim 0% prowizji O% Pcc,878 269 ,18 965 ,2 ,46.31  ,"ul. Wąwozowa, Kabaty, Ursynów, Warszawa, mazowieckie",MTARGET Sp. z o.o.Biuro nieruchomości
185,Apartament na sprzedaż na Starym Mokotowie,2 880 000 ,24 000 ,3 ,120  ,"ul. Szarotki, Wierzbno, Mokotów, Warszawa, mazowieckie",Hamilton MayBiuro nieruchomości
186,2 balkony | komórka | 2 msc postojowe | Metro,1 495 000 ,19 770 ,4 ,75.62  ,"ul. Włościańska, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",Investor Nieruchomości FranczyzaBiuro nieruchomości
187,4-pokojowe mieszkanie 103m2 + taras Bez Prowizji,3 340 440 ,32 344 ,4 ,103.28  ,"ul. Mariana Zdziechowskiego, Ksawerów, Mokotów, Warszawa, mazowieckie",SkanskaInwestycja deweloperska
188,Przestronne M3 idealne na kredyt 2%,799 000 ,14 396 ,3 ,55.5  ,"ul. Poligonowa, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
189,Jasne * Loggia * Świetna lokalizacja * Widok,449 000 ,14 031 ,1 ,32  ,"ul. Etiudy Rewolucyjnej, Wyględów, Mokotów, Warszawa, mazowieckie",The EstateBiuro nieruchomości
190,"Trzy pokoje na Muranowie, metro!",1 150 000 ,15 753 ,3 ,73  ,"Generała Andersa, Muranów, Śródmieście, Warszawa, mazowieckie",WAWA-EstateBiuro nieruchomości
191,Wilanów apartament 100 m2,2 550 000 ,25 758 ,3 ,99  ,"Powsinek, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
192,Jasne * Po Remoncie * Narożne,699 000 ,19 971 ,2 ,35  ,"Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",The EstateBiuro nieruchomości
193,Przestronne M3 na Bielanach!!!,709 000 ,12 891 ,3 ,55  ,"ul. Josepha Conrada, Chomiczówka, Bielany, Warszawa, mazowieckie",SZCZĘSNY NIERUCHOMOŚCIBiuro nieruchomości
194,Funkcjonalne mieszkanie do remontu na Rakowcu,532 000 ,12 881 ,2 ,41.3  ,"ul. Racławicka, Rakowiec, Ochota, Warszawa, mazowieckie",Białe Lwy - NieruchomościBiuro nieruchomości
195,Przestronne M3 na Targówku!!!,699 000 ,11 497 ,3 ,60.8  ,"ul. Rembielińska, Bródno, Targówek, Warszawa, mazowieckie",SZCZĘSNY NIERUCHOMOŚCIBiuro nieruchomości
196,Piękne i ciche mieszkanie na Mokotowie,860 000 ,20 164 ,2 ,42.65  ,"ul. Komputerowa, Służewiec, Mokotów, Warszawa, mazowieckie",SZCZĘSNY NIERUCHOMOŚCIBiuro nieruchomości
197,Jasne I Komfortowe Dwupokojowe Mieszkanie Włochy,720 000 ,14 400 ,2 ,50  ,"Salomea, Włochy, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
198,3 pokoje | 90 m2 | Śródmieście,2 300 000 ,25 556 ,3 ,90  ,"ul. Twarda, Filtry, Ochota, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
199,Ząbkowska | Cesja umowy | III kwartał 2024,540 000 ,16 554 ,2 ,32.62  ,"ul. Ząbkowska, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
200,"2 ogródki Dla rodziny, idealne do pracy zdalnej",1 170 000 ,18 871 ,3 ,62  ,"ul. Jana Ostroroga, Młynów, Wola, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
201,3 pokoje + widna kuchnia w sercu miasta,1 260 000 ,22 191 ,3 ,56.78  ,"ul. Mikołaja Kopernika, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
202,Kawalerka w najwyższym standardzie przy stacji Skm,600 000 ,23 529 ,1 ,25.5  ,"ul. Stylowa, Wawer, Wawer, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
203,Piękne studio z ogródkiem na saskiej Kępie,1 299 000 ,38 892 ,2 ,33.4  ,"ul. Londyńska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
204,71 m2 | 2 Pokoje | Bliska Wola | Wysokie Piętro,2 300 000 ,32 394 ,2 ,71  ,"ul. Karolkowa, Czyste, Wola, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
205,Mieszkanie Z Unikalnym Widokiem Na Mokotowie,1 350 000 ,19 662 ,3 ,68.66  ,"al. Aleja Wyścigowa, Służew, Mokotów, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
206,Mieszkanie inwestycyjne | Rewitalizowana kamienica,711 405 ,26 835 ,2 ,26.51  ,"Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
207,"22 piętro, piękny widok, umeblowane, garaż",1 960 000 ,35 000 ,2 ,56  ,"al. Aleja Jana Pawła II, Muranów, Śródmieście, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
208,Jasne i ciche mieszkanie na Żoliborzu Artystycznym,1 690 000 ,21 667 ,3 ,78  ,"ul. Kaliny Jędrusik, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
209,Apartament z ogrodem w pobliżu Łazienek,1 550 000 ,25 460 ,2 ,60.88  ,"Ujazdów, Śródmieście, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
210,Żoliborz | Nieopodal parku | Miejsce parkingowe,1 320 000 ,22 000 ,2 ,60  ,"ul. Gwiaździsta, Marymont-Potok, Żoliborz, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
211,Apartament XVII p. z widokiem na skyline Warszawy,2 070 000 ,23 000 ,4 ,90  ,"ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
212,"4 pokoje, 120 m2 przy Stawach Cietrzewia",1 690 000 ,13 990 ,4 ,120.8  ,"ul. Krańcowa, Stare Włochy, Włochy, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
213,Mieszkanie 46 m2 w rewitalizowanej kamienicy,1 401 695 ,30 073 ,3 ,46.61  ,"Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
214,2 sypialnie | Apartament na Serockiej,1 340 000 ,14 180 ,3 ,94.5  ,"ul. Serocka, Grochów, Praga-Południe, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
215,Browary Warszawskie | 2 pokoje | Wysoki standard,1 990 000 ,36 235 ,2 ,54.92  ,"ul. Krochmalna, Mirów, Wola, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
216,Mieszkanie w centrum biznesowym,1 990 000 ,13 868 ,3 ,143.5  ,"ul. Łucka, Mirów, Wola, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
217,Apartament XVII p. z widokiem na skyline Warszawy,1 927 920 ,24 000 ,3 ,80.33  ,"ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
218,"Nowoczesna i funkcjonalna przestrzeń z ogrodem,",2 330 000 ,12 777 ,6 ,182.36  ,"Zawady, Wilanów, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
219,"Nowoczesna i funkcjonalna przestrzeń z ogrodem,",2 330 000 ,12 777 ,6 ,182.36  ,"Zawady, Wilanów, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
220,Apartament W Budynku Z Basenem,2 100 000 ,12 575 ,4 ,167  ,"Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",PARTNERS INTERNATIONALBiuro nieruchomości
221,"0% комиссии / 2-х комнатная , Бялоленка (Тархомин)",480 200 ,13 693 ,2 ,35.07  ,"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",Aleh YarmakBiuro nieruchomości
222,BEZPOŚREDNIO Przytulne mieszkanie po remoncie,1 330 000 ,14 944 ,4 ,89  ,"Grochów, Praga-Południe, Warszawa, mazowieckie",Oferta prywatna
223,"Nowe mieszkanie 42,85 m2 z ogródkiem",470 000 ,10 968 ,2 ,42.85  ,"ul. Kąty Grodziskie, Grodzisk, Białołęka, Warszawa, mazowieckie",Oferta prywatna
224,"Mieszkanie 2pok balkon 55m2, Wola Jana Olbrachta",932 000 ,16 915 ,2 ,55.1  ,"Ulrychów, Wola, Warszawa, mazowieckie",PROPERCO Nieruchomości WarszawaBiuro nieruchomości
225,Sosnkowskiego 14 | piwnica,389 000 ,15 467 ,1 ,25.15  ,"ul. gen. Kazimierza Sosnkowskiego, Czechowice, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
226,2 pokoje w kamienicy przy metrze!,660 000 ,16 500 ,2 ,40  ,"ul. Tykocińska, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",Oferta prywatna
227,Ładne mieszkanie na Gocławiu BEZPOŚREDNIO,720 000 ,17 143 ,2 ,42  ,"Gocław, Praga-Południe, Warszawa, mazowieckie",Oferta prywatna
228,2-pokojowe mieszkanie 42m2 + loggia Bez Prowizji,937 700 ,21 981 ,2 ,42.66  ,"ul. Białej Koniczyny/ul. Dzikich Jabłoni, Stegny, Mokotów, Warszawa, mazowieckie",SkanskaInwestycja deweloperska
229,Perełka inwestycyjna na Starym Mieście,1 350 000 ,27 000 ,2 ,50  ,"ul. Bugaj, Stare Miasto, Śródmieście, Warszawa, mazowieckie",GreyHome NieruchomościBiuro nieruchomości
230,Atrakcyjne 3 pokoje i 2 balkony - Praga Południe,979 000 ,10 951 ,3 ,89.4  ,"Gocławek, Praga-Południe, Warszawa, mazowieckie",4 Ściany Sp. z o.o.Biuro nieruchomości
231,Gotowe do wprowadzenia Żoliborz bez pośredników,699 000 ,19 966 ,2 ,35.01  ,"ul. ks. Jerzego Popiełuszki, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",Oferta prywatna
232,"Apartament 84m2,3pok, klimatyzacja ! Bez prowizji",1 549 000 ,18 440 ,3 ,84  ,"ul. Bukowińska 22, Ksawerów, Mokotów, Warszawa, mazowieckie",Oferta prywatna
233,Nowa kawalerka 28m2 Rytm Kabaty Garaż,569 000 ,20 850 ,1 ,27.29  ,"ul. Jerzego Iwanowa-Szajnowicza, Kabaty, Ursynów, Warszawa, mazowieckie",Mengs sp. z o.o.Biuro nieruchomości
234,Ustawne mieszkanie na Gocławiu | 8min do Centrum,599 000 ,18 719 ,1 ,32  ,"ul. Jugosłowiańska, Gocław, Praga-Południe, Warszawa, mazowieckie",Randall Investments sp. z o.o.Biuro nieruchomości
235,Ursus - Gotowe do zamieszkania w kredycie 2%,737 000 ,14 799 ,2 ,49.8  ,"ul. Magnacka, Gołąbki, Ursus, Warszawa, mazowieckie",Randall Investments sp. z o.o.Biuro nieruchomości
236,"Okazja! Mokotów-Wierzbno - 2 pokoje, balkon,Metro",550 000 ,15 278 ,2 ,36  ,"ul. Puławska, Wierzbno, Mokotów, Warszawa, mazowieckie",SDP NieruchomościBiuro nieruchomości
237,"Kawalerka, Pl Zawiszy",419 000 ,26 188 ,1 ,16  ,"ul. Grójecka, Stara Ochota, Ochota, Warszawa, mazowieckie",SDP NieruchomościBiuro nieruchomości
238,2 pokojowe mieszkanie z oddzielną kuchnią,649 000 ,16 368 ,2 ,39.65  ,"Stara Ochota, Ochota, Warszawa, mazowieckie",SDP NieruchomościBiuro nieruchomości
239,Naturalnie Aluzyjna - ekologiczne budownictwo - 2%,694 407 ,12 900 ,3 ,53.83  ,"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",J.W. Construction Holding S.ABiuro nieruchomości
240,Dwupoziomowe//Kamienica//3m H//300m Plac Wilsona,2 455 000 ,19 959 ,5 ,123  ,"ul. Juliusza Słowackiego, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",INVESTORIUS Sp. z o.o.Biuro nieruchomości
241,Nowoczesne mieszkanie z balkonem na Żoliborzu!,1 100 000 ,19 964 ,2 ,55.1  ,"ul. Ludwika Rydygiera, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",White Lion InvestmentsBiuro nieruchomości
242,Tramwaj 200m- Wum 1km- Balkon- 2 oddzielne pokoje,549 000 ,14 379 ,2 ,38.18  ,"ul. Bitwy Warszawskiej 1920 r., Szczęśliwice, Ochota, Warszawa, mazowieckie",TOTU NIERUCHOMOŚCIBiuro nieruchomości
243,Willa Fiore | nowy apartament nr 2,2 880 000 ,23 022 ,4 ,125.1  ,"ul. Chlewińska, Marymont-Kaskada, Bielany, Warszawa, mazowieckie",ModernBau Sp. z o.o.Inwestycja deweloperska
244,Nowe 3 pokoje 76m2 Rytm Kabaty Garaż,1 375 000 ,18 047 ,3 ,76.19  ,"ul. Jerzego Iwanowa-Szajnowicza, Kabaty, Ursynów, Warszawa, mazowieckie",Mengs sp. z o.o.Biuro nieruchomości
245,Dwa Pokoje W Centrum,674 000 ,18 619 ,2 ,36.2  ,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Stołeczne Centrum NieruchomościBiuro nieruchomości
246,1-pokojowe mieszkanie 30m2 + ogródek Bezpośrednio,704 800 ,23 093 ,1 ,30.52  ,"ul. Białej Koniczyny/ul. Dzikich Jabłoni, Stegny, Mokotów, Warszawa, mazowieckie",SkanskaInwestycja deweloperska
247,"Do umeblowania, nowe bud. Gotowe.",790 000 ,14 107 ,3 ,56  ,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Nieruchomości PlusBiuro nieruchomości
248,"Duży Ogród - 3-pokoje - 12min do Metra , blisko s8",593 497 ,11 630 ,3 ,51.03  ,"ul. Lewandów, Grodzisk, Białołęka, Warszawa, mazowieckie",BSMBiuro nieruchomości
249,Gotowe do odbioru / 2 pokoje / ostatnie piętro,538 000 ,13 795 ,2 ,39  ,"ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie",K3 NieruchomościBiuro nieruchomości
250,Kameralne Osiedle Przy Parku Moczydło,529 000 ,13 740 ,2 ,38.5  ,"ul. ks. Jana Sitnika, Koło, Wola, Warszawa, mazowieckie",United Capital & Real EstateBiuro nieruchomości
251,Odbiór 1Q 2024 | Bezpieczny kredyt 2% | Okazja!!!,497 850 ,15 000 ,2 ,33.19  ,"Gołąbki, Ursus, Warszawa, mazowieckie",Randall Investments sp. z o.o.Biuro nieruchomości
