,Listing,Price,SQMUP,Room Info,Area,Location,Ads
138,Apartament z ogródkiem 450 mkw (!!!),3 560 000 ,17 962 ,5 ,198.2  ,"ul. Jana Kochanowskiego, Huta, Bielany, Warszawa, mazowieckie",Biuro nieruchomości
139,Jasne mieszkanie z 40-metrowym balkonem,1 690 000 ,17 245 ,4 ,98  ,"ul. Wrzeciono, Wrzeciono, Bielany, Warszawa, mazowieckie",Biuro nieruchomości
140,OKAZJA Mieszkanie 3-pok Garaż Piwnica BEZPOŚREDNIO,950 000 ,15 273 ,3 ,62.2  ,"ul. Młynarska, Młynów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
141,3 pokojowe mieszkanie z klimatyzacją dla rodziny,1 350 000 ,18 544 ,3 ,72.8  ,"Fort Bema, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
142,Dwupokojowe mieszkanie na sprzedaż na Mokotowie,912 600 ,16 869 ,2 ,54.1  ,"ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
143,Przepiękne 4 pokoje kamienica przy Naruszewicza,2 390 000 ,20 368 ,4 ,117.34  ,"ul. Adama Naruszewicza, Wierzbno, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
144,"Bardzo widny, rozkładowy apartament na Zawadach",1 780 000 ,15 478 ,4 ,115  ,"ul. Jara, Zawady, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
145,"Trzy pokoje z balkonem, widok na zieleń! Metro!",884 000 ,18 041 ,3 ,49  ,"ul. Michała Oczapowskiego, Stare Bielany, Bielany, Warszawa, mazowieckie",Inwestycja deweloperska
146,"Kawalerka. Park ""Morskie Oko"",.",400 000 ,18 182 ,1 ,22  ,"ul. Spacerowa, Ujazdów, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
147,"Trzypokoje, dwa balkony, ul. Syta.",1 075 000 ,15 966 ,3 ,67.33  ,"ul. Syta, Zawady, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
148,Trzy pokoje na Woli. Dwa balkony. Lokalizacja!,1 095 000 ,14 992 ,3 ,73.04  ,"Młynów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
149,Przytulne mieszkanie z widokiem na zieleń,1 455 000 ,16 404 ,3 ,88.7  ,"ul. Grochowska, Gocławek, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
150,Komfortowe 2 Pokoje W Centrum Warszawy,990 000 ,18 000 ,2 ,55  ,"ul. Żytnia, Nowolipki, Wola, Warszawa, mazowieckie",Inwestycja deweloperska
151,Mieszkanie inwestycyjne w sercu Warszawy 71 mk,1 270 000 ,17 887 ,3 ,71  ,"al. Aleje Jerozolimskie, Filtry, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
152,LOFT GARDEN Wesoła ETAP II 53-97m2 apart. OGRÓDEK,998 700 ,10 229 ,4 ,97.63  ,"Zielona-Grzybowa, Wesoła, Warszawa, mazowieckie",Biuro nieruchomości
153,Dwupokojowe mieszkanie na Woli,988 380 ,19 000 ,2 ,52.02  ,"Juliana Konstantego Ordona, Odolany, Wola, Warszawa, mazowieckie",Biuro nieruchomości
154,BEZPOŚREDNIO | 3 pokoje | WYKOŃCZONE z architektem,655 000 ,13 100 ,3 ,50  ,"Pavarottiego, Białołęka Dworska, Białołęka, Warszawa, mazowieckie",Inwestycja deweloperska
155,Trzypokojowe mieszkanie widok na Warszawę.,"1 047 156,60 ",16 980 ,3 ,61.67  ,"ul. Szybka, Raków, Włochy, Warszawa, mazowieckie",Inwestycja deweloperska
156,Apartment | 3 bedroom| 2 bathroom | cond,2 750 000 ,25 701 ,4 ,107  ,"ul. Solec, Solec, Śródmieście, Warszawa, mazowieckie",Inwestycja deweloperska
157,3pok z ogródkiem 103m2 |55m2 Wykańczane pod klucz,709 000 ,12 891 ,3 ,55  ,"ul. Brzeziny, Białołęka Dworska, Białołęka, Warszawa, mazowieckie",Inwestycja deweloperska
158,Apartment 2 bedroom | optional 3 bedroom,2 990 000 ,25 071 ,3 ,119.26  ,"ul. Mieczysława Orłowicza, Solec, Śródmieście, Warszawa, mazowieckie",Inwestycja deweloperska
159,2-pokojowe mieszkanie 49m2 + ogródek Bez Prowizji,760 716 ,15 300 ,2 ,49.72  ,"Wschodu Słońca, Raków, Włochy, Warszawa, mazowieckie",Inwestycja deweloperska
160,4-pokojowe mieszkanie 91 m2 Sarmacka,1 710 000 ,18 791 ,4 ,91  ,"ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",Inwestycja deweloperska
161,Dwupoziomowe mieszkanie na Tarchominie,740 000 ,9487 ,3 ,78  ,"ul. Pasłęcka, Nowodwory, Białołęka, Warszawa, mazowieckie",Inwestycja deweloperska
162,"2-pokojowe mieszkanie 43,6m2 Branickiego",839 000 ,19 243 ,2 ,43.6  ,"ul. Adama Branickiego, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",Inwestycja deweloperska
163,Bez Prowizji! 2 pokoje Sarmacka 4 Wilanów,815 000 ,18 805 ,2 ,43.34  ,"ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",Inwestycja deweloperska
164,Warszawa Gocław ! Blok Balkon Ogródek,669 000 ,10 453 ,2 ,64  ,"ul. Orlego Lotu, Gocław, Praga-Południe, Warszawa, mazowieckie",Inwestycja deweloperska
165,4-pokojowe mieszkanie 89m2 + balkon Bez Prowizji,Zapytaj o cenę4 pokoje89.87 m²,,,,"ul. Goździków, Marysin Wawerski, Wawer, Warszawa, mazowieckie",Inwestycja deweloperska
166,3-pokojowe mieszkanie 65m2 + balkon Bezpośrednio,Zapytaj o cenę3 pokoje65.19 m²,,,,"ul. Goździków, Marysin Wawerski, Wawer, Warszawa, mazowieckie",Inwestycja deweloperska
167,2-pokojowe mieszkanie 48m2 + balkon Bez Prowizji,Zapytaj o cenę2 pokoje48.77 m²,,,,"ul. Goździków, Marysin Wawerski, Wawer, Warszawa, mazowieckie",Inwestycja deweloperska
168,4-pokojowe mieszkanie 88m2 + taras Bez Pośredników,1 147 971 ,12 900 ,4 ,88.99  ,"ul. Przedpole, Raków, Włochy, Warszawa, mazowieckie",Inwestycja deweloperska
169,3-pokojowe mieszkanie 57m2 + balkon Bez Prowizji,735 076 ,12 700 ,3 ,57.88  ,"ul. Przedpole, Raków, Włochy, Warszawa, mazowieckie",Inwestycja deweloperska
170,3-pokojowe mieszkanie 65m2 + ogródek,Zapytaj o cenę3 pokoje65.41 m²,,,,"ul. Arkadii, Nadwiśle, Wawer, Warszawa, mazowieckie",Inwestycja deweloperska
171,2-pokojowe mieszkanie 40m2 + ogródek Bezpośrednio,604 876 ,14 800 ,2 ,40.87  ,"ul. Przedpole, Raków, Włochy, Warszawa, mazowieckie",Inwestycja deweloperska
172,1-pokojowe mieszkanie 39m2 + ogródek,569 705 ,14 500 ,1 ,39.29  ,"ul. Przedpole, Raków, Włochy, Warszawa, mazowieckie",Inwestycja deweloperska
173,2-pokojowe mieszkanie 50m2 + loggia,Zapytaj o cenę2 pokoje50.86 m²,,,,"ul. Krochmalna, Mirów, Wola, Warszawa, mazowieckie",Inwestycja deweloperska
174,"55m2, 3 pokoje, Dywizjonu 303 Bemowo do negocjacji",950 000 ,17 273 ,3 ,55  ,"Dywizjonu 303 139, Górce, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
175,2 pokoje tuż przy PARKU! idealne na wynajem!,550 000 ,20 333 ,2 ,27.05  ,"ul. Emanuela Ringelbluma, Koło, Wola, Warszawa, mazowieckie",Biuro nieruchomości
176,21m+ taras 30m_!_Apartament z najemcą_3.500zł m-ce,340 000 ,16 190 ,1 ,21  ,"al. Aleje Jerozolimskie, Raków, Włochy, Warszawa, mazowieckie",Biuro nieruchomości
177,"Segment trzypoziomowy 143m2, NAJLEPSZA LOKALIZACJA",750 000 ,5245 ,5 ,143  ,"Zacisze, Targówek, Warszawa, mazowieckie",Inwestycja deweloperska
178,3 pokoje. 500 metrów od metra Bemowo i parku,1 350 000 ,18 493 ,3 ,73  ,"ul. Powstańców Śląskich 65A, Górce, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
179,"Dwa oddzielne pokoje, widna kuchnia, ul. Koszykowa",900 000 ,19 502 ,2 ,46.15  ,"ul. Koszykowa, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",Inwestycja deweloperska
180,Apartament 127m2 na Powiślu vis a vis Parku,2 890 000 ,22 756 ,4 ,127  ,"ul. Czerniakowska, Solec, Śródmieście, Warszawa, mazowieckie",Inwestycja deweloperska
181,3-pokojowe mieszkanie 65m2 + balkon Bez Prowizji,Zapytaj o cenę3 pokoje65.7 m²,,,,"Wschodu Słońca, Raków, Włochy, Warszawa, mazowieckie",Inwestycja deweloperska
182,4 pokoje / przedwojenna kamienica dla wymagających,2 480 000 ,22 963 ,4 ,108  ,"al. Aleja Niepodległości, Stary Mokotów, Mokotów, Warszawa, mazowieckie",Inwestycja deweloperska
183,Brzeziny Residence | nowe mieszkanie A22,684 200 ,8834 ,3 ,77.45  ,"ul. Brzeziny, Brzeziny, Białołęka, Warszawa, mazowieckie",Inwestycja deweloperska
184,PRZESTRONNE 2-pokoje || II piętro || Płochocińska,"581 243,50 ",8886 ,2 ,65.41  ,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",Inwestycja deweloperska
185,Willa Fiore | nowy apartament nr 2,2 880 000 ,23 022 ,4 ,125.1  ,"ul. Chlewińska, Marymont-Kaskada, Bielany, Warszawa, mazowieckie",Inwestycja deweloperska
186,Osiedle Tawułkowa | piętro + poddasze 158m2 | 10D,699 000 ,4424 ,5 ,158  ,"ul. Tawułkowa, Miedzeszyn, Wawer, Warszawa, mazowieckie",Biuro nieruchomości
187,Lokal w kamienicy Brzeska 18 | U5,761 700 ,10 473 ,3 ,72.73  ,"ul. Brzeska, Stara Praga, Praga-Północ, Warszawa, mazowieckie",Biuro nieruchomości
188,3-pokojowe mieszkanie 68m2 + loggia Bez Prowizji,1 082 472 ,15 900 ,3 ,68.08  ,"ul. Bluszczańska, Siekierki, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
189,4-pokojowe mieszkanie 74m2 + 2 balkony,Zapytaj o cenę4 pokoje74.07 m²,,,,"Wschodu Słońca, Raków, Włochy, Warszawa, mazowieckie",Biuro nieruchomości
190,3 pokoje na Bielanach ul. Broniewskiego,620 000 ,12 157 ,3 ,51  ,"Piaski, Bielany, Warszawa, mazowieckie",Biuro nieruchomości
191,3 pokoje w kamienicy przy placu Hallera,949 000 ,13 461 ,3 ,70.5  ,"Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Biuro nieruchomości
192,Stara Ochota/ 3 pokoje/ uczelnie/ park,737 000 ,13 449 ,3 ,54.8  ,"Stara Ochota, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
193,"Luksusowe, Bliski Wawer, 3 pokoje, 95m2",1 450 000 ,15 263 ,3 ,95  ,"Zerzeń, Wawer, Warszawa, mazowieckie",Biuro nieruchomości
194,Dwupokojowe mieszkanie w świetnej lokalizacji,470 000 ,12 703 ,2 ,37  ,"Szmulowizna, Praga-Północ, Warszawa, mazowieckie",Biuro nieruchomości
195,3 pokoje Mokotów ul. Cybernetyki,1 450 000 ,18 125 ,3 ,80  ,"Służewiec, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
196,Kawalerka na Ochocie ul. Sanocka,425 000 ,16 346 ,1 ,26  ,"Rakowiec, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
197,4 pokoje ul. Wąwozowa,1 450 000 ,11 694 ,4 ,124  ,"Kabaty, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
198,Bielany Chomiczówka/3 pokoje/rozkładowe/do remontu,589 000 ,9919 ,3 ,59.38  ,"Chomiczówka, Bielany, Warszawa, mazowieckie",Biuro nieruchomości
199,3 pokoje w kamienicy ul. Kopernika,1 700 000 ,23 611 ,3 ,72  ,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
200,3 piękne pokoje w nowym budynku,799 000 ,12 887 ,3 ,62  ,"Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
201,Apartament na ul. Siennej,980 000 ,29 697 ,2 ,33  ,"Mirów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
202,3 pokojowy Apartament w kamienicy,2 600 000 ,26 000 ,3 ,100  ,"Stare Miasto, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
203,"3 pokoje, Praga Południe, 85m2 ul.Kwatery Głównej",1 250 000 ,14 706 ,3 ,85  ,"Gocławek, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
204,245/14301/OMS,1 100 000 ,14 286 ,3 ,77  ,"Kobiałka, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
205,3 pokojowe mieszkanie przy ul. Puławska,990 000 ,16 150 ,3 ,61.3  ,"Wierzbno, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
206,"Wilanów, 100m2, ogród, garaż, ul. Sarmacka",1 400 000 ,14 000 ,3 ,100  ,"Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
207,3 pokoje na Saskiej Kępie,849 000 ,11 473 ,3 ,74  ,"Grochów, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
208,2 pokoje ul. Sandomierska,399 000 ,8313 ,2 ,48  ,"Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
209,Kawalerka na Nowolipkach ul. Nowolipki,620 000 ,16 757 ,1 ,37  ,"Nowolipki, Wola, Warszawa, mazowieckie",Biuro nieruchomości
210,"2 Pokoje, Do remontu, Jankowska 5, Ochota!",535 000 ,11 808 ,2 ,45.31  ,"Rakowiec, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
211,Rozkładowe 3 pokoje z widokiem na centrum,499 000 ,10 617 ,3 ,47  ,"Bródno, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
212,"3pokoje,Ul. Edwarda Wittiga świetne pod inwestycje",490 000 ,8086 ,3 ,60.6  ,"Tarchomin, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
213,Kawalerka przy ul. Doryckiej,350 000 ,14 344 ,1 ,24.4  ,"Wrzeciono, Bielany, Warszawa, mazowieckie",Biuro nieruchomości
214,"3 pokoje, Kamienica Ordynacka ul. Okólnik",3 500 000 ,34 767 ,3 ,100.67  ,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Inwestycja deweloperska
215,"Dwa pokoje przy ul. Wileńskiej, Praga Północ",475 000 ,9555 ,2 ,49.71  ,"Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Inwestycja deweloperska
216,"4 pokoje 129,22m2 Rembertów, Szymańskiego",990 000 ,7661 ,4 ,129.22  ,"Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",Inwestycja deweloperska
217,"4 pokoje, 100m2, Ursynów, Stryjeńskich 17!",1 200 000 ,11 753 ,4 ,102.1  ,"Natolin, Ursynów, Warszawa, mazowieckie",Inwestycja deweloperska
218,4-pokojowe mieszkanie 80m2 + loggia Bezpośrednio,Zapytaj o cenę4 pokoje80.93 m²,,,,"al. Aleja Krakowska, Raków, Włochy, Warszawa, mazowieckie",Inwestycja deweloperska
219,3-pokojowe mieszkanie 67m2 + 2 ogródki,1 174 000 ,17 501 ,3 ,67.08  ,"ul. Mariana Zdziechowskiego, Ksawerów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
220,3-pokojowe mieszkanie 70m2 + balkon,1 497 000 ,21 234 ,3 ,70.5  ,"ul. Domaniewska 24, Ksawerów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
221,1-pokojowe mieszkanie 27m2 + balkon Bez Prowizji,574 566 ,21 241 ,1 ,27.05  ,"ul. Sławińska, Czyste, Wola, Warszawa, mazowieckie",Biuro nieruchomości
222,1-pokojowe mieszkanie 117m2 + taras Bezpośrednio,Zapytaj o cenę1 pokój117.48 m²,,,,"Wschodu Słońca, Raków, Włochy, Warszawa, mazowieckie",Biuro nieruchomości
223,Bemowo/Kawalerka/30m2,510 000 ,17 000 ,1 ,30  ,"ul. gen. Tadeusza Pełczyńskiego, Górce, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
224,Kawalerka na Starym Żoliborzu. Po remoncie. Cicho.,997 000 ,22 920 ,2 ,43.5  ,"Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",Biuro nieruchomości
225,Bez prowizji |Bez PCC | 3pok |WYKOŃCZONE pod klucz,699 000 ,12 482 ,3 ,56  ,"Monteverdiego, Białołęka Dworska, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
226,Zielona Okolica I Balkon I Piwnica,775 000 ,16 996 ,3 ,45.6  ,"Rakowiec, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
227,"Jasne mieszkanie z dużym tarasem, widokiem na wodę",820 000 ,19 524 ,2 ,42  ,"ul. Kłobucka, Wyczółki, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
228,Piękny i nowoczesny penthouse z zadaszonym tarasem,2 490 000 ,23 491 ,4 ,106  ,"ul. Bruzdowa, Zawady, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
229,Luksusowe i klimatyczne 3 pokoje z balkonem,990 000 ,15 128 ,3 ,65.44  ,"ul. Marywilska, Żerań, Białołęka, Warszawa, mazowieckie",Inwestycja deweloperska
230,BEZPOŚREDNIO |GOTOWE do wprowadzenia |3pok|bez PCC,660 000 ,13 200 ,3 ,50  ,"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
231,Luksusowy penthouse | 2 tarasy | Klimatyzacja,4 200 000 ,26 415 ,5 ,159  ,"ul. Relaksowa, Kabaty, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
232,Przy Parku Szczęśliwickim | 3 miejsca parkingowe,4 500 000 ,39 130 ,4 ,115  ,"ul. Maszynowa, Szczęśliwice, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
233,"Apartament w kamienicy,klimatyzacja, parking,basen",3 800 000 ,46 914 ,3 ,81  ,"ul. Hoża, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
234,"Metro Świętokrzyska | Klimatyzacja, parking",1 900 000 ,23 750 ,4 ,80  ,"ul. Marszałkowska, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
235,"Apartament z tarasem na dachu, Stary Wilanów",5 551 357 ,18 989 ,5 ,292.34  ,"ul. Rumiana, Wilanów Niski, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
236,3-pokojowe mieszkanie 68m2 + loggia Bezpośrednio,Zapytaj o cenę3 pokoje68.97 m²,,,,"al. Aleja Krakowska, Raków, Włochy, Warszawa, mazowieckie",Biuro nieruchomości
237,"2-pok na Żupniczej + garaż, bezpośrednio. Metro M3",699 000 ,18 208 ,2 ,38.39  ,"Kamionek, Grochów, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
238,z windą | po generalnym remoncie | Saska Kępa,679 000 ,17 455 ,2 ,38.9  ,"ul. Zwycięzców, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
239,"Mieszkanie 2 pokojowe, Niedźwiadek, bezpośrednio",490 000 ,12 895 ,2 ,38  ,"ul. Stanisława Wojciechowskiego, Niedźwiadek, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
240,Mieszkanie z widokiem na zieleń | Blisko metra,840 000 ,17 500 ,2 ,48  ,"ul. Jana Olbrachta, Ulrychów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
241,Nowe mieszkanie/Miasteczko Greenwood/,560 000 ,9766 ,3 ,57.34  ,"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
242,Kawalerka do sprzedania w cichej okolicy,440 000 ,13 750 ,1 ,32  ,"ul. Naukowa, Stare Włochy, Włochy, Warszawa, mazowieckie",Biuro nieruchomości
243,2 pok/Kamienica/Narożne/Do wprowadzenia,680 000 ,10 968 ,2 ,62  ,"ul. Bohaterów Warszawy, Skorosze, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
244,3 pok/ taras/ wysoki standard,849 000 ,13 163 ,3 ,64.5  ,"ul. Magnacka, Gołąbki, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
245,3 pok/narożne/wysoki standard/blisko parku,1 100 000 ,15 493 ,3 ,71  ,"ul. Wylot, Stare Włochy, Włochy, Warszawa, mazowieckie",Biuro nieruchomości
246,Mieszkanie o pow. 73 mkw / 2 miejsca postojowe,1 089 000 ,15 050 ,3 ,72.36  ,"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",Biuro nieruchomości
247,107 m2 w Kamienicy na Starym Żoliborzu,2 160 000 ,20 162 ,5 ,107.13  ,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Inwestycja deweloperska
248,Kawalerka z oddzielną kuchnią do remontu/ Metro,539 000 ,15 356 ,1 ,35.1  ,"ul. Żytnia, Młynów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
249,Mieszkanie do remontu w zabytkowej kamienicy,669 000 ,16 317 ,2 ,41  ,"ul. Górczewska, Młynów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
250,4-pokojowe mieszkanie 103m2 + taras Bez Prowizji,3 340 440 ,32 344 ,4 ,103.28  ,"ul. Mariana Zdziechowskiego, Ksawerów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
251,Lokal użytkowy z miejscem postojowym,399 000 ,21 000 ,1 ,19  ,"ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie",Biuro nieruchomości
252,"Nowe wykończone mieszkanie, bez Pcc, parking",1 220 000 ,18 769 ,3 ,65  ,"ul. Bokserska, Wyczółki, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
253,"Nowe wykończone mieszkanie, bez Pcc, parking",945 000 ,20 769 ,2 ,45.5  ,"ul. Bokserska, Wyczółki, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
254,"Przestronne, osiedle zamknięte, parking",899 999 ,8467 ,4 ,106.3  ,"ul. Biesiadna, Stara Miłosna, Wesoła, Warszawa, mazowieckie",Biuro nieruchomości
255,"Narożne mieszkanie z balkonem, Metro Bródno",635 000 ,10 016 ,4 ,63.4  ,"ul. Wybrańska, Bródno, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
256,Przestronne 95m2 tuż obok Łazienek Królewskich,1 399 000 ,14 773 ,4 ,94.7  ,"ul. Górska, Sielce, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
257,Niesamowity apartament w sercu Mokotowa,2 700 000 ,18 750 ,4 ,144  ,"Wierzbno, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
258,piękne 3 pok/ wysokie piętro/ wyjątkowy widok,860 000 ,14 215 ,3 ,60.5  ,"ul. Polskich Skrzydeł, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
259,"do wejścia, wysoki standard, miejsce postojowe",1 499 000 ,16 656 ,4 ,90  ,"ul. Motylkowa, Zerzeń, Wawer, Warszawa, mazowieckie",Biuro nieruchomości
260,"świetne inwestycyjnie, z balkonem, stary Mokotów",549 000 ,15 250 ,2 ,36  ,"ul. Puławska, Wierzbno, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
261,Kawalerka z pięknym widokiem na Centrum Warszawy,740 000 ,23 176 ,1 ,31.93  ,"ul. Sienna, Mirów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
262,Pięknie mieszkanie z ogródkiem,764 000 ,16 933 ,2 ,45.12  ,"ul. Szwedzka, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Inwestycja deweloperska
263,Nowy apartament 60m2 Mokotów 3min tramwaj klima,1 500 000 ,24 971 ,3 ,60.07  ,"ul. Wynalazek, Służewiec, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
264,"Lanciego, Metro Natolin, 65m,3 pok, garaż,balkon",990 000 ,15 205 ,3 ,65.11  ,"ul. Franciszka Marii Lanciego, Natolin, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
265,Bielany. Dwa pokoje. Dwa balkony.,789 000 ,14 887 ,2 ,53  ,"ul. Lucjana Rudnickiego, Piaski, Bielany, Warszawa, mazowieckie",Biuro nieruchomości
266,1-pokojowe mieszkanie 50m2 + loggia Bez Prowizji,980 000 ,19 348 ,1 ,50.65  ,"ul. Domaniewska 24, Ksawerów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
267,"2 pokojowe mieszkanie, po remoncie BEZPOŚREDNIO",779 000 ,15 215 ,2 ,51.2  ,"ul. Rozłogi, Jelonki Południowe, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
268,3 pokojowe Ursus Hennela skm/km/pkp,875 000 ,14 302 ,3 ,61.18  ,"ul. Tadeusza Hennela, Szamoty, Ursus, Warszawa, mazowieckie",Inwestycja deweloperska
269,3 pokojowe / Ostrobramska / 2 garaze,762 000 ,15 551 ,3 ,49  ,"ul. Ostrobramska, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
270,"Bezpośrednio, 2 pok, Ursus, H. Oksza, oddanie 2Q24",570 000 ,13 728 ,2 ,41.52  ,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
271,Piękne 2 pokoje Galeria Mokotów Magazynowa ogródek,920 000 ,20 000 ,2 ,46  ,"ul. Magazynowa, Ksawerów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
272,"Mieszkanie na sprzedaż, Wwa, Praga Północ, Okrzei",799 000 ,21 194 ,2 ,37.7  ,"ul. Stefana Okrzei, Stara Praga, Praga-Północ, Warszawa, mazowieckie",Biuro nieruchomości
273,"Penthouse z tarasem na Żoliborzu, ul. Rydygiera",2 300 000 ,29 870 ,3 ,77  ,"ul. Ludwika Rydygiera, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",Biuro nieruchomości
